"ID","Title","Alt Title","Special Mode Title","Locations","Comments"
"426","生死答问 ：回响*","","","Ul'dah (The Rising)","生死答问 - 回响-通过 道具商城 获得"
"427","無","","","","Empty sound"
"428","红莲序曲*","","","Stormblood title screen","红莲序曲-通过完成成就 旋律的沉醉者6 获得"
"429","变革之时*/父亲的骄傲** / 帝国之威*","","","Stormblood credits","Revolutions　-变革之时- 通过 道具商城 获得 /帝国之威-通过完成任务 复仇与正义 获得"
"430","和谐*","","","Stormblood sanctuaries","和谐-通过 巧手白票 ×200 在 工票交易员 处获得"
"431","在巨人的注视下**","","","Stormblood sanctuaries",""
"432","摇篮*","","","Stormblood sanctuaries","摇篮-通过 5000金币 在 杂用商人（多玛飞地 X:6.9 , Y:7.8）处获得"
"433","冲击　〜神拳痕：日〜*","","","Rhalgr's Reach","冲击-通过 亚拉戈诗学神典石 ×1600 在 艾恩娜（神拳痕 X:13.8 , Y:11.6）处获得"
"434","余光　〜神拳痕：夜〜*","","","Rhalgr's Reach","余光-通过 巧手白票 ×200 在 工票交易员 处购买"
"435","边境的混战**","","","Gyr Abania combat","All ""Looping in the Deepest Fringes"" are the same track"
"436","红色黎明　〜黄金港：日〜*","","","Kugane (day)","红色黎明-通过副本 运河宝物库 或 运河宝物库深层 获得"
"437","红色夜阑　〜黄金港：夜〜*","","","Kugane (night)","红色夜阑-通过副本 运河宝物库 或 运河宝物库深层 获得"
"438","边境的混战**","","","Othard combat","All ""Looping in the Deepest Fringes"" are the same track"
"439","铁壁之外　〜基拉巴尼亚边区：日〜*","","","The Fringes (day)","铁壁之外-通过危命任务 树人长老——奇尔尼斯 金牌评价 获得"
"440","遗忘的希望　〜基拉巴尼亚边区：夜〜*","","","The Fringes (night)","遗忘的希望-通过 大地白票 ×200 在 工票交易员 处购买"
"441","边境的混战**","","","The Fringes combat","All ""Looping in the Deepest Fringes"" are the same track"
"442","登高远望　〜基拉巴尼亚山区：日〜*","","","The Peaks (day)","登高远望-通过 巧手白票 ×200 在 工票交易员 处购买"
"443","铭记于石　〜基拉巴尼亚山区：夜〜*","","","The Peaks (night)","铭记于石-通过 大地白票 ×200 在 工票交易员 处购买"
"444","边境的混战**","","","The Peaks combat","All ""Looping in the Deepest Fringes"" are the same track"
"445","盐与苦难之歌　〜基拉巴尼亚湖区：日〜*","","","The Lochs (day)","盐与苦难之歌-通过 大地白票 ×200 在 工票交易员 处购买"
"446","古伤　〜基拉巴尼亚湖区：夜〜*","","","The Lochs (night)","古伤-通过 大地白票 ×200 在 工票交易员 处购买"
"447","边境的混战**","","","The Lochs combat","All ""Looping in the Deepest Fringes"" are the same track"
"448","火焰之海　〜红玉海：日〜*","","","The Ruby Sea (day)","火焰之海-通过 危命任务 做梦的大名——大名观梦螺 金牌评价 获得"
"449","深宵之海　〜红玉海：夜〜*","","","The Ruby Sea (night)","深宵之海-通过 亚拉戈诗学神典石 ×1600 在 艾恩娜（神拳痕 X:13.8 , Y:11.6）处购买"
"450","边境的混战**","","","Othard combat","All ""Looping in the Deepest Fringes"" are the same track"
"451","光宗耀祖　〜延夏：日〜*","","","Yanxia (day)","光宗耀祖-通过 运河宝物库 或 运河宝物库深层 获得"
"452","母以子贵　〜延夏：夜〜*","","","Yanxia (night)","母以子贵-通过 运河宝物库 或 运河宝物库深层 获得"
"453","边境的混战**","","","Yanxia combat","All ""Looping in the Deepest Fringes"" are the same track"
"454","沉没于天际　〜太阳神草原：日〜*","","","The Azim Steppe (day)","沉没于天际-通过 兵团徽章 ×300 在 埃斯特丽尔德（黄金港 X:10.3 , Y:10.2）购买"
"455","升起于地平　〜太阳神草原：夜〜*","","","The Azim Steppe (night)","升起于地平-通过 亚拉戈诗学神典石 ×1600 在 艾恩娜（神拳痕 X:13.8 , Y:11.6）购买"
"456","边境的混战**","","","The Azim Steppe combat","All ""Looping in the Deepest Fringes"" are the same track"
"457","变革之时*","","","Stormblood cutscenes","Revolutions　-变革之时-通过 道具商城 购买"
"458","变革之时*","","","Stormblood cutscenes","Revolutions　-变革之时-通过 道具商城 购买"
"459","红莲的勇士**","","","Stormblood cutscenes",""
"460","帝国之威*","","","Stormblood cutscenes","帝国之威-通过完成任务 复仇与正义 获得"
"461","神拳之痕*","","","Stormblood cutscenes","神拳之痕-通过完成任务 动乱的征兆 获得"
"462","","","","","Likely test or filler audio"
"463","变革之时*","","","Stormblood cutscenes","Revolutions　-变革之时-通过 道具商城 购买"
"464","凯严主题曲　～红莲～*","","","Stormblood cutscenes, The Doman Enclave","凯严主题曲　～红莲～ -通过完成任务 曙光微明 获得"
"465","东方之地*","","","Stormblood cutscenes","东方之地-通过 天之陶器碎片 ×10 在 海贼众的资材负责人（红玉海 X:21.2 , Y:9.3）处购买"
"466","启示*","","","The Pool of Tribute (Susano) phase 1","启示-通过 炼金秘籍第四卷 制作获得"
"467","阴谋美计　〜蛮神吉祥天女歼灭战〜*","","","Emanation (Lakshmi)","阴谋美计-通过 炼金秘籍第四卷 制作获得"
"468","神龙见首*","銀鱗と鋼鉄","","The Royal Menagerie (Shinryu) phase 1","神龙见首-通过 炼金秘籍第五卷 制作获得"
"469","神龙见尾　〜神龙歼灭战〜*","","","The Royal Menagerie (Shinryu) phase 2","神龙见尾-通过 炼金秘籍第五卷 制作获得"
"470","呐喊*","","","Stormblood boss theme","呐喊-通过 金碟币 ×50000 在 纪念品兑换员（金碟游乐场 X:5.1 , Y:6.6）处购买"
"471","通向黎明　〜漂流海域妖歌海〜*","","","The Sirensong Sea","通向黎明-通过副本 漂流海域妖歌海 获得"
"472","打开的玉手箱　〜海底宫殿紫水宫〜*","","","The Shisui of the Violet Tides","打开的玉手箱-通过副本 海底宫殿紫水宫 获得"
"473","英雄未成　〜试炼行路巴儿达木霸道〜*","","","Bardam's Mettle","英雄未成-通过副本 试炼行路巴儿达木霸道 获得"
"474","月亮门　〜解放决战多玛王城〜*","","","Doma Castle","月亮门-通过副本 解放决战多玛王城 获得"
"475","异形　〜巨炮要塞帝国白山堡〜*","","","Castrum Abania","异形-通过副本 巨炮要塞帝国白山堡 获得"
"476","自由或是死亡　〜鏖战红莲阿拉米格〜*","","","Ala Mhigo","自由或是死亡-通过副本 鏖战红莲阿拉米格 获得"
"477","豹头环眼　〜修行古刹星导寺〜*","","","The Temple of the Fist","豹头环眼-通过副本 修行古刹星导寺 获得"
"478","策谋　〜恶党孤城黄金阁〜*","","","Kugane Castle","策谋-通过副本 恶党孤城黄金阁 获得"
"479","德尔塔幻境　〜欧米茄时空狭缝 德尔塔幻境〜*","","","The Interdimensional Rift","德尔塔幻境-通过完成任务 原初之龙如红色流星般降临 获得"
"480","战斗2δ　〜欧米茄时空狭缝 德尔塔幻境〜*","","","Deltascape boss theme","战斗2δ-通过副本 欧米茄时空狭缝 德尔塔幻境1-3 获得"
"481","决战σ　〜欧米茄时空狭缝 德尔塔幻境〜*","","","Deltascape v4.0 (Exdeath)","决战σ-通过副本 欧米茄时空狭缝 西格玛幻境1-3 获得"
"482","最后之战δ　〜欧米茄时空狭缝 德尔塔幻境〜*","","","Deltascape v4.0 (Savage) (Neo-Exdeath)","最后之战δ-通过 德尔塔螺栓 ×2 在 艾西娜（神拳痕 X:13.8 , Y:11.8）处购买"
"483","祈祷之翼**","","","Falcon porters",""
"484","祈祷之翼**","","","Stormblood cutscenes, Doman Enclave quests",""
"485","变革之时*","","","Stormblood cutscenes","Revolutions　-变革之时-通过 道具商城 购买"
"486","红莲序曲*","","","Stormblood title screen","红莲序曲-通过完成成就 旋律的沉醉者6 获得"
"487","红莲序曲*/ 神拳之痕*","","","Stormblood cutscenes","红莲序曲-通过完成成就 旋律的沉醉者6 获得/神拳之痕-通过完成任务 动乱的征兆 获得"
"488","战场的盔甲**","","","The Ruby Sea (Hostile Kojin area)",""
"489","离别*","","","Stormblood cutscenes","离别-通过鉴定 白银宝藏 获得"
"490","流星**","","","Stormblood cutscenes (Zenos)",""
"491","暴动　〜蛮神须佐之男歼灭战〜**","","","The Pool of Tribute (Susano) phase 2",""
"492","终始　〜蛮神须佐之男歼灭战〜**","","","The Pool of Tribute (Susano) phase 3",""
"493","暴动　〜蛮神须佐之男歼灭战〜**","","","The Pool of Tribue (Extreme) (Susano) mount / Reveling Kamuy",""
"494","阴谋美计　〜蛮神吉祥天女歼灭战〜*","","","Emanation (Extreme) (Lakshmi) mount / Blissful Kamuy","阴谋美计-通过 炼金秘籍第四卷 制作获得"
"495","迈向和平的道路**","","","Rhalgr's Reach","Plays while Rhalgr's is destroyed"
"496","巫术**","","","Cheap Dungeon","Order Yet Undeciphered (294) Chiptune"
"497","获胜**","","","Choco Racing Victory",""
"498","硬甲*","","","Ruby Sea (Friendly Kojin area)","硬甲-通过 珊瑚币 ×3 在 床单（红玉海 X:29.3 , Y:16.8）处购买"
"499","最终救赎*","","","Unending Coil of Bahamut (Ultimate) phase 4","最终救赎-通过成就币 ×2兑换，乔纳森，格里达尼亚旧街 X:10.6 , Y:6.3"
"500","烈羽争锋*","","鳥たちの饗宴 ～ライバルウィングズ～","Rival Wings","烈羽争锋--通过狼印战绩 ×10000兑换,狼狱停船场狼印战绩交易员"
"501","轨迹*","","","Rival Wings","轨迹-通过任务迈向无人知晓的明天获得"
"502","指数崩坏*","","","Rival Wings","指数崩坏-通过任务宿命的未来获得"
"503","金属 - 正义无情*","","","Rival Wings","金属 - 正义无情-通过任务迈向无人知晓的明天获得"
"504","离乡*","","","The Drowned City Of Skalla","离乡-通过副本沉没神殿斯卡拉遗迹获得"
"505","神龙见尾*","","","The Minstrel's Ballad: Shinryu's Domain mount / Legendary Kamuy","神龙见尾-通过陈旧的乐谱：神龙见尾×1制作获得"
"506","三等分*","","","Royal City of Rabanastre","三等分-通过副本失落之都拉巴纳斯塔获得"
"507","桥上之战*","","","Royal City of Rabanastre bosses","桥上之战-通过副本失落之都拉巴纳斯塔获得"
"508","阿尔蒂玛优雅形态*","","","Royal City of Rabanastre final boss (Argath Thadulfus)","阿尔蒂玛优雅形态-通过副本失落之都拉巴纳斯塔获得"
"509","FFT战斗结束**","","","Royal City of Rabanastre post-final boss","来自最终幻想战略版"
"510","FFT存档画面**","","","Return to Ivalice cutscenes","来自最终幻想战略版"
"511","FFT角色创建**","","","Return to Ivalice cutscenes","来自最终幻想战略版"
"512","主人公主题曲*","","","Return to Ivalice cutscenes","主人公主题曲-通过任务失落之都拉巴纳斯塔获得"
"513","决战σ*","","","Royal City of Rabanastre","决战σ-通过副本欧米茄时空狭缝 西格玛幻境1、2、3获得"
"514","背景故事*","","","Return to Ivalice cutscenes","背景故事-通过任务失落之都拉巴纳斯塔获得"
"515","FFT敌军来袭**","","","Return to Ivalice cutscenes","来自最终幻想战略版"
"516","星芒之门*","","","Seasonal event BGM areas","星芒之门-通过星芒礼箱 ×2兑换，	星芒节执行委员，格里达尼亚旧街 X:10.6 , Y:8.8或者道具商城 购买"
"517","重生之炎　〜巴哈姆特绝境战〜**","","","","巴哈姆特绝境战P5转场音乐"
"518","边防卫士*","","","The Fringes (Friendly Ananta area)","边防卫士-通过魔金锡币 ×3兑换，摩偷罗，基拉巴尼亚边区 X:20.9 , Y:26.2"
"519","五郎八*","","","Reisen Temple","五郎八-通过任务四圣兽传说获得"
"520","塞壬的歌声*","","","Seasonal event BGM areas","塞壬的歌声-通过管家之王证书 ×6兑换，管家之王的佣人，乌尔达哈现世回廊 X:10.6 , Y:9.1或者道具商城 购买"
"521","天雷*","","","The Jade Stoa (Byakko) / Hell's Kier (Suzaku) / The Wreath of Snakes (Seiryu) phase 1","天雷-通过陈旧的乐谱：白帝竹林 ×1制作获得"
"522","轰雷　〜白虎诗魂战〜**","","","The Jade Stoa (Byakko) phase 2","白虎诗魂战转场音乐"
"523","天风*","","","The Jade Stoa (Byakko) phase 3","天风-通过陈旧的乐谱：白帝竹林 ×1制作获得"
"524","邪风飒飒*","","呪われたサレコウベ","Eureka Anemos, Eureka Pagos, Eureka Pyros","邪风飒飒-通过常风地带上锁的宝箱鉴定获得，尔·格纳琪，黄金港 X:8.0 , Y:14.0或据点内的调查队的货物调度员"
"525","手下无情*","","","Eureka Notorious Monster theme","手下无情-通过常风地带上锁的宝箱鉴定获得，尔·格纳琪，黄金港 X:8.0 , Y:14.0或据点内的调查队的货物调度员"
"526","鬼岛*","","","Hells' Lid","鬼岛-通过副本红玉火山狱之盖获得"
"527","坚不可摧（身心二元）*","","","The Fractal Continuum (Hard)","坚不可摧（身心二元）-通过副本疯狂战舰无限回廊获得或通过黄金宝藏鉴定获得，海贼众的鉴定师，红玉海 X:21.3 , Y:9.2"
"528","魔列车**","","","Sigmascape v1.0 (Phantom Train) opening cutscene","【欧米茄时空狭缝 西格玛幻境1】、【欧米茄零式时空狭缝 西格玛幻境1】P2车厢内的背景音乐"
"529","决战σ(FFVI)**","","","Sigmascape v1.0 (Phantom Train), Sigmascape v2.0 (Demon Chadarnook), Sigmascape v3.0 (Guardian)","最终幻想6原声带"
"530","妖星乱舞σ 第1乐章*","","","Sigmascape v4.0 (Kefka) phase 1","妖星乱舞σ 第1乐章-通过副本欧米茄时空狭缝 西格玛幻境4获得"
"531","妖星乱舞σ 第2乐章*","","","Sigmascape v4.0 (Kefka) phase 2","妖星乱舞σ 第2乐章-通过副本欧米茄时空狭缝 西格玛幻境4获得"
"532","妖星乱舞σ 第3乐章*","","","Sigmascape v4.0 (Kefka) phase 3","妖星乱舞σ 第3乐章-通过副本欧米茄时空狭缝 西格玛幻境4获得"
"533","妖星乱舞σ 第4乐章*","","","Sigmascape v4.0 (Savage) (God Kefka)","妖星乱舞σ 第4乐章-通过西格玛螺栓 ×2兑换获得，艾西娜，神拳痕 X:13.8 , Y:11.8"
"534","最后之战δ*","","","Deltascape v4.0 (Savage) (Neo-Exdeath) mount / Alte Roite","最后之战δ-通过 德尔塔螺栓 ×2 在 艾西娜（神拳痕 X:13.8 , Y:11.8）处购买"
"535","妖星乱舞σ 第4乐章*","","","Sigmascape v4.0 (Savage) (God Kefka) mount / Air Force","妖星乱舞σ 第4乐章-通过西格玛螺栓 ×2兑换获得，艾西娜，神拳痕 X:13.8 , Y:11.8"
"536","天风*","","","The Jade Stoa (Extreme) (Byakko) mount / Auspicious Kamuy","天风-通过陈旧的乐谱：白帝竹林 ×1制作获得"
"537","星声**","","","Eureka","Same file as 56"
"538","啪啪呀降质版*","","","Egg Hunter Riggy minigame","啪啪呀降质版-通过特制暗黑预言蛋 ×3兑换获得，彩蛋预言师，格里达尼亚旧街 X:10.3 , Y:9.1"
"539","清风拂面*","","","Seasonal event BGM areas","清风拂面-通过大地白票 ×200 在工票交易员处购买"
"540","天晴大鲶音头*","","","The Azim Steppe (Namazu)","天晴大鲶音头-通过鲶鱼小判 ×3 兑换，鱼商，太阳神草原 X:5.8 , Y:23.4"
"541","月下美人*","","","Castrum Fluminis (Tsukuyomi) phase 1, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 1","月下美人-通过陈旧的乐谱：月下芳华 ×1制作获得"
"542","夜悬狂月**","","","Castrum Fluminis (Tsukuyomi) phase 2, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 2","月读歼灭战、月读幽夜歼灭战P2转场音乐"
"543","彼岸花开*","","","Castrum Fluminis (Tsukuyomi) phase 3, The Minstrel's Ballad: Tsukuyomi's Pain (Tsukuyomi) phase 3","彼岸花开-通过陈旧的乐谱：月下芳华 ×1制作获得"
"544","堕天使(From Astral to Umbral)  〜究极神兵绝境战〜**","","","The Weapon's Refrain (Ultimate) phase 1 (Garuda)","究极神兵绝境战P1开场音乐"
"545","原始的审判(From Astral to Umbral)  〜究极神兵绝境战〜**","","","The Weapon's Refrain (Ultimate) phase 2 (Ifrit)","究极神兵绝境战P2开场音乐"
"546","重压灭顶(From Astral to Umbral)  〜究极神兵绝境战〜**","","","The Weapon's Refrain (Ultimate) phase 3 (Titan), Eden's Gate: Sepulture (Savage) phase 3 (Titan)","究极神兵绝境战P3开场音乐"
"547","究极神兵  〜究极神兵绝境战〜**","","","The Weapon's Refrain (Ultimate) phase 5","究极神兵绝境战P4开场音乐"
"548","支配森林的蛮颚之龙*","","","The Great Hunt (Rathalos) Phase 1","支配森林的蛮颚之龙-通过火龙的鳞 ×10兑换获得，猛汉加工屋，黄金港 X:9.7 , Y:8.9"
"549","英雄之证*","","","The Great Hunt (Rathalos) Phase 2","英雄之证-通过火龙的上鳞 ×5兑换获得，猛汉加工屋，黄金港 X:9.7 , Y:8.9"
"550","任务完成　〜英雄之证ver.**","","","The Great Hunt (Rathalos) post-fight","火龙狩猎战任务成功音乐"
"551","风水宝地*","","","The Swallow's Compass","风水宝地-通过副本风水灵庙岩燕庙获得"
"552","彼岸花开*","","","The Minstrel's Ballad: Tsukuyomi's Pain mount / Lunar Kamuy mount","彼岸花开-通过陈旧的乐谱：月下芳华 ×1制作获得"
"553","世界地图*","","","Needs location","世界地图-通过任务梦幻之岛获得"
"554","小礼拜堂*","","","Needs location","小礼拜堂-通过任务封闭圣塔获得"
"555","FFXII大灯塔上层**","","","The Ridorana Lighthouse pre 2nd-boss (Belias)","来自最终幻想7"
"556","基鲁菲冈之谜*","","","The Ridorana Lighthouse post 2nd-boss (Belias)","基鲁菲冈之谜-通过副本封闭圣塔黎铎拉纳大灯塔获得"
"557","FFXIIBOSS战**","","","The Ridorana Lighthouse boss 1 (Famfrit), The Ridorana Lighthouse boss 2 (Belias)","来自最终幻想7"
"558","卒中*","","","The Ridorana Lighthouse boss 3 (Construct 7)","卒中-通过副本封闭圣塔黎铎拉纳大灯塔获得"
"559","剑闪*","","","Ridorana Lighthouse final boss (Yiazmat)","剑闪-通过副本封闭圣塔黎铎拉纳大灯塔获得"
"560","FFXII战斗结束**","","","Ridorana Lighthouse final boss (Yiazmat) post-battle","来自最终幻想7"
"561","前往新大陆的基础：白天*","","","Monster Hunter: World crossover cutscenes","前往新大陆的基础-通过火龙的鳞 ×10兑换获得，猛汉加工屋，黄金港 X:9.7 , Y:8.9"
"562","前往新大陆的基础：夜晚*","","","Monster Hunter: World crossover cutscenes","前往新大陆的基础-通过火龙的鳞 ×10兑换获得，猛汉加工屋，黄金港 X:9.7 , Y:8.9"
"563","古代树森林的王**","","","Monster Hunter: World crossover Rathalos intro cutscene",""
"564","英雄之证*","","","The Great Hunt (Extreme) (Rathalos) Mount","英雄之证-通过火龙的上鳞 ×5兑换获得，猛汉加工屋，黄金港 X:9.7 , Y:8.9"
"565","策谋*","","","HoH mount / Juedi","策谋-通过副本恶党孤城 黄金阁获得"
"566","红色黎明*","","","Shirogane (day)","红色黎明-通过副本运河宝物库或运河宝物库深层获得"
"567","红色夜阑*","","","Shirogane (night)","红色夜阑-通过副本运河宝物库或运河宝物库深层获得"
"568","国境的混战**","","","Shirogane combat","4.0野外战斗曲"
"569","","","","The Weapon's Refrain (Ultimate) phase 4",""
"570","嘿呦~嘿呦**","","","Mikoshi mount","巨鲶鱼神轿笛骑乘音乐"
"571","作战会议2　〜 紧迫**","","","Monster Hunter: World crossover cutscenes","来自：怪物猎人：世界"
"572","任务失败*","","","The Great Hunt (Rathalos) duty failed","火龙狩猎战任务失败音乐"
"573","无处之处*","","","Stormblood cutscenes (Alphascape)","无处之处-通过副本梦羽宝殿获得"
"574","让梦乘上翅膀*","","","Stormblood cutscenes (Alphascape)","让梦乘上翅膀-通过任务让梦乘上翅膀获得"
"575","让梦乘上翅膀 (第二乐章)*","","","Stormblood cutscenes (Alphascape)",""
"576","结局*","","","Stormblood cutscenes (Alphascape)","结局-通过任务让梦乘上翅膀获得"
"577","库尔札斯的寂静*","","","Cutscenes","库尔札斯的寂静-通过副本水城宝物库获得"
"578","焦急的旅行**","","","Stormblood cutscenes (Omega)","1.x版本的原声音乐"
"579","疑惑的回廊**","","","Cutscenes","1.x版本的原声音乐"
"580","星芒之歌*","","絶望の歌","Theatrhythm minigame","星芒之歌-通过星芒节执行委员的证书2019 ×5兑换，星芒节执行委员，格里达尼亚旧街 X:10.6 , Y:8.8或者道具商城 购买"
"581","千年的黄昏　〜朱雀镇魂战〜**","","","Hells' Kier (Suzaku) phase 2","【朱雀镇魂战】【朱雀诗魂战】中特定阶段的背景音乐"
"582","千年旭光*","","","Hells' Kier (Suzaku) phase 3","千年旭光-通过陈旧的乐谱：千年旭光 ×1制作获得"
"583","死亡大地　〜死亡大地终末焦土〜*","","","The Burn","死亡大地-通过副本 死亡大地终末焦土 获得"
"584","泥中莲花*","","","Saint Mocianne's Arboretum (Hard)","泥中莲花-通过副本污染庭园圣茉夏娜植物园 获得"
"585","战斗α*","","","Alphascape v1.0 (Chaos)","战斗α-通过副本欧米茄时空狭缝 阿尔法幻境1获得"
"586","逃亡*","","","Alphascape v3.0 (Omega)","逃亡-通过副本欧米茄时空狭缝 阿尔法幻境3获得"
"587","无心*","","","Alphascape v4.0 (Omega M/F)","无心-通过副本欧米茄时空狭缝 阿尔法幻境4获得"
"588","千年旭光*","","","Suzaku mount","千年旭光-通过陈旧的乐谱：千年旭光 ×1制作获得"
"589","从天而降*","","","Alphascape v4.0 (Savage) (Final Omega) mount / Omega","从天而降-通过阿尔法螺栓 ×2兑换获得，罗薇娜商会的商人，黄金港 X:12.2 , Y:10.8"
"590","不稳深渊*","","","Solus zos Galvus theme","不稳深渊-通过双色宝石 ×350兑换获得，广域交易商 格乌嘶·澳恩，黑风海 X:33.2 , Y:18.0"
"591","从天而降*","","","Alphascape v4.0 (Savage) (Final Omega) phase 2","从天而降-通过阿尔法螺栓 ×2兑换获得，罗薇娜商会的商人，黄金港 X:12.2 , Y:10.8"
"592","FF7摩托追逐**","","","SDS Fenrir mount","SDS芬里尔骑乘音乐"
"593","险技*","","","The Shifting of Altars of Uznair, Feast (Culling time)","险技-通过副本获得，宝物库：惊奇百宝城/厄尔庇斯育体宝殿"
"594","","","","",""
"595","","","","",""
"596","","","","",""
"597","","","","",""
"598","","","","",""
"599","","","","",""
"600","","","","",""
"601","","","","",""
"602","","","","",""
"603","","","","",""
"604","FFXV突发故障**","","","Final Fantasy XV crossover cutscenes & events",""
"605","锤头鲨*","","","Final Fantasy XV crossover cutscenes & events","锤头鲨-通过未知的魔导部件 ×1兑换获得，加隆德炼铁厂调查员，格里达尼亚旧街 X:9.3 , Y:8.6"
"606","幻想圆舞曲*","","","Final Fantasy XV crossover cutscenes & events","幻想圆舞曲-通过未知的魔导部件 ×1兑换获得，加隆德炼铁厂调查员，格里达尼亚旧街 X:9.3 , Y:8.6"
"607","休息与反省*","","","Final Fantasy XV crossover cutscenes & events","休息与反省-通过未知的魔导部件 ×1兑换获得，加隆德炼铁厂调查员，格里达尼亚旧街 X:9.3 , Y:8.6"
"608","FFXV守护进程**","","","Final Fantasy XV crossover cutscenes & events",""
"609","FFXV月神祷告**","","","Final Fantasy XV crossover cutscenes & events","Slightly different from the OST"
"610","FFXV避难所**","","","Final Fantasy XV crossover cutscenes & events",""
"611","黑暗遮蔽*","","","Final Fantasy XV crossover cutscenes & events","黑暗遮蔽-通过未知的魔导部件 ×1兑换获得，未知的魔导部件 ×1，格里达尼亚旧街 X:9.3 , Y:8.6"
"612","FFXV恐怖之夜**","","","Final Fantasy XV crossover cutscenes & events",""
"613","夜之启示*","","","Final Fantasy XV crossover cutscenes & events","夜之启示-通过未知的魔导部件 ×1兑换获得，加隆德炼铁厂调查员，格里达尼亚旧街 X:9.3 , Y:8.6"
"614","快速加油*","","","FFXV crossover mount / Regalia Type-G","快速加油-通过未知的魔导部件 ×1兑换获得，加隆德炼铁厂调查员，格里达尼亚旧街 X:9.3 , Y:8.6"
"615","FFT圣天使主题曲**","","","The Orbonne Monastery cutscene before final boss (Ultima)","来自最终幻想战略版"
"616","FFT毛皮骨肉商**","","","Return to Ivalice quest cutscenes","来自最终幻想战略版"
"617","FFT尾声**","","","Return to Ivalice quest cutscenes","来自最终幻想战略版"
"618","职员名单*","","","Return to Ivalice quest cutscenes","职员名单-通过任务乐欲之所瓯博讷修道院获得"
"619","阿鲁玛主题曲*","","","Return to Ivalice quest cutscenes","阿鲁玛主题曲-通过任务乐欲之所瓯博讷修道院获得"
"620","FFT黄道勇士传奇**","","","Return to Ivalice quest cutscenes","来自最终幻想战略版"
"621","FFT谋略**","","","Return to Ivalice quest cutscenes","来自最终幻想战略版"
"622","繁星之下*","","","The Orbonne Monastery pre 2nd-boss (Agrias)","繁星之下-通过任务乐欲之所瓯博讷修道院获得"
"623","FFT血便**","","","The Orbonne Monastery post 2nd-boss (Agrias)","来自最终幻想战略版"
"624","紧急1*","","","The Orbonne Monastery boss 1 (Mustadio)","紧急1-通过任务乐欲之所瓯博讷修道院获得"
"625","退热剂*","","","The Orbonne Monastery boss 2 (Agrias)","退热剂-通过任务乐欲之所瓯博讷修道院获得"
"626","异形之人*","","","The Orbonne Monastery boss 3 (The Thunder God)","异形之人-通过任务乐欲之所瓯博讷修道院获得"
"627","FFT降临**","","","The Orbonne Monastery final boss (Ultima) phase 2","来自最终幻想战略版"
"628","阿尔蒂玛完美形态*","","","The Orbonne Monastery final boss (Ultima) phase 3","阿尔蒂玛完美形态-通过任务乐欲之所瓯博讷修道院获得"
"629","FFT最终战结束 / 礼拜堂**","","","The Orbonne Monastery final boss (Ultima) victory theme","Opens with Final Struggle, transitions to Hall of Worship"
"630","天楔*","","","The Masked Carnivale","天楔-通过同盟徽章 ×500兑换获得，泪男子拉图迦，乌尔达哈来生回廊 X:12.5 , Y:13.0"
"631","强权*","","","The Masked Carnivale","强权-通过同盟徽章 ×500兑换获得，泪男子拉图迦，乌尔达哈来生回廊 X:12.5 , Y:13.0"
"632","乐园之门 - 茹美特庭园*","","","Baldesion Arsenal","乐园之门 - 茹美特庭园-通过丰水地带上锁的宝箱或发生变异的浸水上锁宝箱鉴定获得，尔·格纳琪，黄金港 X:8.0 , Y:14.0或据点内的调查队的货物调度员"
"633","猛攻*","","","Baldesion Arsenal boss theme","猛攻-通过发生变异的浸水上锁宝箱鉴定获得，尔·格纳琪，黄金港 X:8.0 , Y:14.0或据点内的调查队的货物调度员"
"634","动荡*","","","Baldesion Arsenal final boss (Proto Ozma) theme","动荡-通过副本优雷卡丰水之地-巴尔德西昂兵武塔获得"
"635","云蒸龙变*","","","Seiryu mount","云蒸龙变-通过陈旧的乐谱：云蒸龙变 ×1制作获得"
"636","红莲序曲*","","","Kyubi mount","红莲序曲-通过完成成就 旋律的沉醉者6 获得"
"637","越过地平线*","","","Nezha Chariot / Red Hare / Magicked Carpet / Sunspun Cumulus mounts","越过地平线-通过副本财宝传说破舰岛获得"
"638","快乐・流浪者・华尔兹**","","","Mystic Panda / Aquamarine+Citrine+Rubellite Carbuncle / Indigo Whale / Fatter Cat / Spriggan Stonecarrier / Kingly Peacock mounts","死者宫殿背景音乐，黄水晶宝石兽/仙术熊猫etc.骑乘音乐"
"639","硝烟弥漫*","","","The Ghimlyt Dark","硝烟弥漫-通过副本国境防线 基姆利特暗区获得"
"640","云蒸龙变*","","","The Wreath of Snakes (Seiryu) phase 2","云蒸龙变-通过陈旧的乐谱：云蒸龙变 ×1制作获得"
"641","东方游戏*","","","Doman Mahjong","东方游戏-通过完成成就 运筹帷幄1 获得"
"642","空军装甲驾驶员胜利**","","","Air Force One","机遇任务空军装甲驾驶员背景音乐"
"643","空军装甲驾驶员失败**","","","Air Force One","机遇任务空军装甲驾驶员背景音乐"
"644","战斗1.X*","","","Air Force One","战斗1.X-通过金碟币 ×20000兑换获得，纪念品兑换员，金碟游乐场 X:5.1 , Y:6.6"
"645","变革之时*/帝国之威*","","","Stormblood end credits 2","Revolutions　-变革之时- 通过 道具商城 获得 /帝国之威-通过完成任务 复仇与正义 获得"
